epoch,train_loss,val_loss
1,9.370538711547852,8.80823802947998
2,7.817539896283831,7.609014511108398
3,6.836499895368304,6.73851203918457
4,5.928830555507115,5.803799629211426
5,5.037861619676862,4.913640975952148
6,4.157000030790057,4.049347877502441
7,3.3799000126974925,3.4090352058410645
8,2.8536431789398193,2.965101957321167
9,2.398139238357544,2.449049234390259
10,1.9229894195284163,1.9292302131652832
11,1.454430682318551,1.5113136768341064
12,1.1101222464016505,1.1932528018951416
13,0.8533541560173035,1.0089271068572998
14,0.810865410736629,0.9581705927848816
15,0.7350077203341893,0.8902460932731628
16,0.6927315422466823,0.8579421043395996
17,0.6512515502316611,0.8570858240127563
18,0.6620651653834752,0.7847562432289124
19,0.6471461398260934,0.7708831429481506
20,0.655372040612357,0.7787888050079346
